18410.2 32667.5 42893.9 51202.7 48875.8 38269.4 34289.1 49543.4 44662.8 28867.8 26318.9 16096.7 17180 16096.7 26318.9 28867.8 44662.8 49543.4 34289.1 38269.4 48875.8 51202.7 42893.9 32667.5 
31841.7 67875.4 45394 17058.9 29903.4 23590.6 54021.4 61906 32781 24123.6 20118.1 34579.5 22774.1 22912.9 36583.3 61172.9 83995.4 79483.7 32714.7 10533.7 18172.2 52761.4 51696.7 19850.8 
45129.5 39583.9 16557.7 29990.6 59362.7 72342.6 54576.6 37351.3 19433.2 19768.6 34685.1 48036.3 47679.9 45577.5 51013.4 46922.8 41557.9 36806.2 59240.9 44032.1 27006 27067.4 61557.6 55898.6 
38527.3 24099.1 30949.5 46143.1 48960.5 32339 20371 18075.5 46215.6 59158.3 57169.2 61762.9 24122.8 19336.5 51033.3 27036.5 8894.49 9524.37 18710.1 42248.7 30943.2 27871.3 40830.3 50043.6 
38367.2 19569.2 45199.3 49217 20433.3 14235.9 12511.4 47151.6 46414.7 54900.6 52897.5 57857.6 63270.7 30696.4 12145.4 15823.9 15330 21754.5 37110.5 40383.2 30886.7 10661.1 23809.2 49049.7 
44774.6 22766.6 51706.3 24733.2 16156 5577.59 50417.3 40254 43175.5 81754.3 63643.2 69585.7 55484.4 62202.9 102812 90686 48134.3 22801.8 48653.2 54375.1 24735.4 39190.8 17498.4 17307.7 
20270.5 37521.9 35207.6 11420.1 4526.6 34810.7 38453.3 53400.2 84689.6 58590.4 84165.5 62061 85811.2 129225 85050.3 59455 90665 61507 21000.4 13483.3 39281.6 27007 53593.5 23003.6 
12625.2 40550.8 23197.1 4365.13 54565.8 53937.5 23043 79730.9 10886.7 59206.5 52456.5 110064 150286 154614 104120 38376.2 60807 100825 159620 32998.7 18354.8 36121.1 39379.2 43057.8 
18202.8 29293.4 8443.77 26481.2 76249.6 30412.4 62515.2 14170.1 73182.4 81444.1 82029.7 133492 137277 118786 134506 63060.8 39099.9 18605 79033.7 124852 25971.9 52716.6 51460 54152.1 
33229.5 34632 4299.62 76177.6 86445.9 32657.2 22914 62241.9 140888 130708 126694 139798 73784.2 20952.9 55219 38537.1 88557.9 59767.8 4364.91 76449.1 56969.7 58535.4 61034.7 51496.1 
48303.1 34471 9476.46 103511 58097.8 24114.5 29965.6 135968 141164 34657.6 126550 77323 58686.3 108724 189408 125868 40617.5 69687.8 58187.6 66311.6 24749.7 43888.8 55574.6 52056 
46423.8 23165.4 24986.7 91405.5 54843.6 24894.5 29023.7 127766 53344.4 40838.7 70716.3 84337.1 167885 21412.1 161615 191435 59731.2 41586.3 29794.3 70192.8 38534.6 65247.2 56374.3 36805.8 
40810.9 34035.4 39519.7 77227.1 46432.1 43279.7 47414.1 61983.9 72828.9 39185.9 14128.2 52225.7 0 52225.7 14128.2 39185.9 72828.9 61983.9 47414.1 43279.7 46432.1 77227.1 39519.7 34035.4 
46423.8 36805.8 56374.3 65247.2 38534.6 70192.8 29794.3 41586.3 59731.2 191435 161615 21412.1 167885 84337.1 70716.3 40838.7 53344.4 127766 29023.7 24894.5 54843.6 91405.5 24986.7 23165.4 
48303.1 52056 55574.6 43888.8 24749.7 66311.6 58187.6 69687.8 40617.5 125868 189408 108724 58686.3 77323 126550 34657.6 141164 135968 29965.6 24114.5 58097.8 103511 9476.46 34471 
33229.5 51496.1 61034.7 58535.4 56969.7 76449.1 4364.91 59767.8 88557.9 38537.1 55219 20952.9 73784.2 139798 126694 130708 140888 62241.9 22914 32657.2 86445.9 76177.6 4299.62 34632 
18202.8 54152.1 51460 52716.6 25971.9 124852 79033.7 18605 39099.9 63060.8 134506 118786 137277 133492 82029.7 81444.1 73182.4 14170.1 62515.2 30412.4 76249.6 26481.2 8443.77 29293.4 
12625.2 43057.8 39379.2 36121.1 18354.8 32998.7 159620 100825 60807 38376.2 104120 154614 150286 110064 52456.5 59206.5 10886.7 79730.9 23043 53937.5 54565.8 4365.13 23197.1 40550.8 
20270.5 23003.6 53593.5 27007 39281.6 13483.3 21000.4 61507 90665 59455 85050.3 129225 85811.2 62061 84165.5 58590.4 84689.6 53400.2 38453.3 34810.7 4526.6 11420.1 35207.6 37521.9 
44774.6 17307.7 17498.4 39190.8 24735.4 54375.1 48653.2 22801.8 48134.3 90686 102812 62202.9 55484.4 69585.7 63643.2 81754.3 43175.5 40254 50417.3 5577.59 16156 24733.2 51706.3 22766.6 
38367.2 49049.7 23809.2 10661.1 30886.7 40383.2 37110.5 21754.5 15330 15823.9 12145.4 30696.4 63270.7 57857.6 52897.5 54900.6 46414.7 47151.6 12511.4 14235.9 20433.3 49217 45199.3 19569.2 
38527.3 50043.6 40830.3 27871.3 30943.2 42248.7 18710.1 9524.37 8894.49 27036.5 51033.3 19336.5 24122.8 61762.9 57169.2 59158.3 46215.6 18075.5 20371 32339 48960.5 46143.1 30949.5 24099.1 
45129.5 55898.6 61557.6 27067.4 27006 44032.1 59240.9 36806.2 41557.9 46922.8 51013.4 45577.5 47679.9 48036.3 34685.1 19768.6 19433.2 37351.3 54576.6 72342.6 59362.7 29990.6 16557.7 39583.9 
31841.7 19850.8 51696.7 52761.4 18172.2 10533.7 32714.7 79483.7 83995.4 61172.9 36583.3 22912.9 22774.1 34579.5 20118.1 24123.6 32781 61906 54021.4 23590.6 29903.4 17058.9 45394 67875.4 
