6369268 6365171 6373363 6369267 -0.000341004 0.000319945 0.000306931 0.000967877 -1.55027e-05 0.000212377 -0.0009087 -0.000681041 -0.000356505 0.00053232 -0.00060177 0.000286833 
6217719 6213624 6213623 6221816 0.00011627 -0.00054368 0.000784707 -0.000551678 -0.000209925 0.000687573 1.57215e-05 -0.000436044 -9.36554e-05 0.000143895 0.000800426 -0.000987721 
6291449 6287354 6287353 6295546 0.000135408 -0.00052096 0.000798396 -0.000527079 -0.000271218 0.000623574 -4.19195e-05 -0.000500992 -0.00013581 0.000102616 0.000756474 -0.00102807 
6311931 6316026 6307834 6311930 -0.000385165 0.000270169 0.000275809 0.000931142 0.000316101 -0.000577723 0.000547085 -0.000346962 -6.90629e-05 -0.000307555 0.000822893 0.000584178 
6410235 6406138 6406139 6402043 -0.000133689 0.000521125 -0.000783249 -0.000128433 -0.000291008 -5.69222e-05 0.000599688 0.000833994 -0.000424697 0.000464202 -0.000183559 0.000705561 
6393852 6397947 6389755 6393851 -0.000282268 0.000368353 0.000373068 0.00102369 0.000160892 -0.000730116 0.000395158 -0.000496071 -0.000121375 -0.000361764 0.000768225 0.000527615 
6279164 6275068 6275067 6283260 4.01463e-05 -0.000618284 0.000702638 -0.000621842 -0.000189185 0.000705526 4.14829e-05 -0.000420329 -0.000149038 8.72438e-05 0.000744118 -0.00104217 
6406141 6410237 6410238 6414333 -0.000126182 0.000524441 -0.000779436 -0.000128813 0.000346983 -0.000543362 0.000110786 -0.000779338 0.000220801 -1.89225e-05 -0.000668648 -0.00090815 
6356990 6361086 6361087 6365182 -0.000306498 0.000347801 -0.000962357 -0.000308057 0.000443613 -0.000448132 0.000208278 -0.000683245 0.000137116 -0.000100332 -0.000754076 -0.000991301 
6402047 6406142 6397950 6402046 -0.000499581 0.000152099 0.000153674 0.000805354 0.000358245 -0.000531966 0.000594884 -0.000295548 -0.000141334 -0.000379867 0.000748558 0.000509803 
6184960 6180865 6180864 6176768 5.14992e-05 -0.000614986 0.00071749 5.10043e-05 -0.000361572 0.00053515 -0.000130634 0.000766314 -0.000310073 -7.98342e-05 0.000586854 0.000817318 
6348801 6352897 6344705 6348800 -0.000572032 8.43434e-05 8.33078e-05 0.000739683 0.000326955 -0.000564494 0.000563662 -0.000328011 -0.000245075 -0.000480151 0.000646969 0.000411671 
6316035 6320132 6311940 6316036 0.000429199 -0.000226656 -0.000230763 -0.000886617 -0.000169143 -0.000406706 0.00072298 0.000485193 0.000260055 -0.000633362 0.000492218 -0.000401422 
6197253 6193157 6201349 6193156 0.000130291 -0.000537666 -0.000532198 0.000793284 -0.000106024 0.000789398 -0.000340964 0.00012844 2.42669e-05 0.000251734 -0.00087316 0.000921722 
6348813 6344717 6344718 6340621 -0.000149323 0.000499672 -0.00081228 -0.000163288 -0.000164741 8.0446e-05 0.000724404 0.000969815 -0.000314064 0.000580117 -8.78741e-05 0.000806528 
6311951 6316046 6316047 6307854 -4.75125e-06 0.000660696 -0.000654797 0.000645827 8.78984e-05 -0.000802022 -0.000157665 0.000332978 8.31471e-05 -0.000141328 -0.00081246 0.000978803 
