-23013181.60458266 -74390336.15404408 27233381.41612491 37051395.9590652 -11229969.70437672 -28383563.12332171 5562501.277592229 -15672390.33339779 -28166066.99069142 -22596807.17404427 265579924.8573115 -13849823.65750454 29141021.88954488 -11113636.00085284 -25106599.93155611 -17080693.97875327 
-22026895.391309 -78739123.74527235 26084338.60924355 33871844.57948522 -8176627.875485908 -25633215.6798183 5429904.279444065 -14167060.76705525 -28024167.69032207 -22220609.00773819 287292449.5593169 -13525768.44319233 32627256.05604187 19394741.58820727 -24974751.12345778 -12976612.5760207 
-21025789.99415917 -77808534.52335867 25157766.80487758 30252699.49120966 -4965935.348527516 -22408992.00887948 5613648.411198189 -11870435.41191481 -27700139.00599118 -20858536.47423092 295162430.3108845 -13361022.68523248 35587814.21629928 51614244.37741387 -24240989.28751765 -8496197.694836229 
-19877930.70768295 -71351010.45294181 24477433.14227058 26312160.30356574 -1883545.632055931 -18969090.17130048 6340101.398229313 -9010515.709051132 -27239949.12963051 -18640499.30389468 288506082.2102084 -13347471.44514303 37901635.15779484 82563316.26646756 -23056622.79176474 -3829687.63969097 
-25822627.53054138 -31428159.56974277 23063745.43964063 43912697.40780949 -21120500.05784967 -34967527.74269287 -4782668.349746519 -19980921.31074157 -22435756.64058831 -23655080.28138955 199514134.0084884 -9805009.345548794 22423453.46654148 -56382958.71460794 -23134086.54497377 -23249922.56643236 
-24980866.24782154 -47552302.94952562 22282548.41163717 42436224.89496431 -19607488.60434568 -34313433.46504992 -4760501.198638425 -20916790.10212488 -22523257.14928789 -25678525.96528156 249822026.3249159 -8495580.750021614 26546021.27978815 -36118760.75565764 -24584219.42629907 -20256152.43679803 
-24280828.43798865 -61617706.94873523 21506046.21920289 40248189.052084 -17274611.62322706 -32753115.4318906 -4812775.978745912 -20849148.00319553 -22571953.19864475 -26809893.02372451 291910004.1727467 -7466296.880347868 30448352.70943901 -8154838.479654248 -25108716.18173258 -16380384.84538581 
-23659894.9565971 -71829699.38724136 20920228.05018577 37470884.13157621 -14340072.14661733 -30418983.08877804 -4777935.361435539 -19783616.98467689 -22564236.39551431 -26943805.4930973 322333894.9544942 -6723118.405416413 34039781.39567531 25496702.13341047 -24805322.67237848 -11922515.29229421 
-23017272.68917087 -76844061.2698444 20669391.30469977 34240368.44953126 -11070317.29619578 -27505300.12805888 -4417369.729034215 -17822856.26691505 -22503173.19365991 -26067087.18043515 338562554.9531258 -6267857.615245017 37203474.33578917 62128075.45949017 -23806466.97748899 -7155991.243444372 
-22225469.69813372 -75923352.61669953 20817643.76946851 30685630.60891047 -7748259.656835431 -24244945.19373744 -3466870.722449437 -15153968.57628896 -22411875.79309639 -24260359.06715389 339231886.06799 -6100876.675197012 39809951.79675746 98598603.00895427 -22262770.32740589 -2301436.479931099 
