0.104711 -47.362606 1.111826 -0.749891 
0.124593 -34.874573 0.897511 -1.371597 
0.152136 -49.980156 1.020841 -0.712018 
0.172166 -14.402668 2.059929 -0.867914 
0.178588 -34.403830 2.957306 -0.832808 
0.180629 -39.372375 0.970823 -0.649224 
0.192534 -27.383644 1.799033 -0.980888 
0.223285 -35.916107 0.956303 -1.236609 
0.259119 -57.808710 0.954458 -1.285522 
0.275809 -16.994923 4.640283 -0.921318 
0.277065 -17.695797 1.189701 -0.373153 
0.364520 -46.501400 1.522086 -0.810730 
0.423122 -15.681373 2.013988 -0.751262 
0.434113 -30.961094 2.872479 -0.840145 
0.433553 -39.511345 0.958851 -0.910580 
0.443658 -45.253056 1.009327 -0.969285 
0.538342 -21.876762 1.691689 -1.028079 
0.577949 -25.656673 1.571566 -0.544406 
0.575995 -33.525467 1.219207 -0.754279 
0.678542 -50.411140 1.561625 0.110764 
0.694493 -30.476954 3.085123 -0.676901 
0.733033 -44.550426 1.246639 -1.274086 
0.728260 -56.352238 2.131099 0.173121 
0.793404 -14.679617 3.541773 -0.875961 
0.793723 -16.258142 1.458385 -0.708314 
0.808510 -35.943214 6.794473 -1.186236 
0.796288 -54.746340 3.738337 -0.725719 
0.819630 -15.508721 1.382089 -0.680359 
0.836912 -48.854760 0.970716 -1.262759 
0.844626 -17.457428 10.632220 -0.638759 
0.837658 -27.437130 1.369506 -0.481723 
0.866505 -15.791067 1.976845 -0.737446 
0.889919 -15.281678 1.697466 -1.232516 
0.929783 -17.678152 3.348788 -1.107888 
0.952835 -23.497820 3.239039 -0.598265 
0.976643 -14.380893 1.194740 -0.713493 
0.963070 -25.349264 1.370788 -0.833509 
0.982059 -31.000462 4.781323 -0.735113 
1.015563 -15.294906 0.931634 -1.232516 
1.013350 -23.111223 3.426562 -0.664588 
1.029700 -25.065746 0.912546 -0.964713 
1.047824 -33.030150 0.918875 -0.850238 
1.052411 -34.523006 1.790735 -1.198198 
1.074544 -22.216879 1.447630 -0.985746 
1.070012 -52.910320 3.598836 -0.628652 
1.085958 -55.780518 2.593354 -0.835768 
1.138919 -41.729640 1.737229 -0.853147 
1.235742 -51.381850 1.706038 -0.802029 
1.291580 -39.328100 1.254209 -0.857536 
1.352686 -23.030308 1.299541 -0.499241 
1.355800 -57.862740 1.889310 -0.633413 
1.398687 -54.468820 3.651095 -1.082368 
1.471386 -35.367428 1.370757 -1.165630 
1.497396 -27.986813 1.449089 -1.052279 
1.510406 -42.575860 9.287800 -0.737651 
1.494591 -56.473213 8.996758 -0.885466 
1.651072 -23.136375 1.306675 -0.884648 
1.705547 -52.987453 0.945651 0.187337 
1.792185 -25.551682 0.907714 -0.895844 
1.921532 -30.699253 1.050779 -0.551845 
2.070009 -19.671463 3.350954 -0.899260 
2.133364 -14.339118 1.876394 -1.021177 
2.161549 -17.182287 1.972588 -0.851545 
2.200213 -46.996952 1.215451 -1.113953 
2.229535 -16.152674 1.365144 -0.429551 
2.276672 -20.945911 1.371728 -0.106105 
2.323594 -45.057327 3.018849 -1.161066 
2.348027 -28.366130 1.166451 -0.732442 
2.341860 -31.375034 0.894914 -1.262399 
2.355667 -31.773996 2.991899 -0.981948 
2.404010 -32.283750 1.107125 -0.818390 
2.415027 -24.687042 1.727709 -1.292474 
2.426042 -48.009674 1.108520 -0.843098 
2.494569 -28.494750 2.651905 -0.711521 
2.496455 -57.020640 1.615226 -1.089782 
2.516556 -23.274187 1.086205 -0.959314 
2.524743 -39.459904 1.325986 -0.978238 
2.517049 -43.652180 4.097612 -0.894444 
2.612608 -34.532940 1.153001 -0.652770 
2.628786 -44.380028 14.178450 -0.918594 
2.662010 -32.422302 1.954658 -0.843348 
2.662972 -18.997026 2.124258 -0.914753 
2.721939 -41.885020 1.907211 2.345541 
2.809061 -31.844578 2.291948 -1.061085 
2.908501 -23.991518 1.126946 -0.805809 
2.976802 -32.255085 1.570483 -0.511802 
3.077616 -33.369457 6.565656 -0.742536 
3.076956 -41.145070 1.736768 -0.248010 
3.107262 -18.806320 3.000638 -0.998148 
3.117812 -18.594978 1.234459 -0.815032 
3.151322 -34.763325 1.014166 -0.981003 
3.171187 -14.522804 0.999825 -0.229352 
3.222957 -23.458614 1.225438 -0.814353 
3.247914 -39.373030 0.930820 -1.075864 
3.326065 -56.171890 2.700215 -0.789302 
3.353859 -46.529415 1.494150 -0.981094 
3.369724 -19.504776 1.799804 -1.580533 
3.435614 -25.623169 1.377103 -0.348938 
3.424068 -30.161232 1.028610 -0.471296 
3.416780 -32.417202 1.227029 -1.015618 
3.438095 -38.334312 1.119321 -0.561760 
3.496090 -48.342420 0.940850 -0.920470 
3.516717 -23.644228 1.980951 -0.807015 
3.562901 -15.613639 1.150218 -0.906173 
3.658199 -24.489690 1.280166 -0.907291 
3.702513 -50.495163 1.342884 -1.250287 
3.731801 -53.728916 1.703310 -0.985689 
3.780091 -33.036854 1.030304 -0.988309 
3.810412 -54.989260 1.207448 -0.622235 
3.816632 -35.453274 1.467536 -1.080210 
3.851031 -15.229882 1.181857 -0.578893 
3.853615 -38.076153 9.904974 -1.027380 
3.882099 -30.605870 1.014879 -0.981074 
4.001868 -19.492910 3.535235 -0.635613 
4.034151 -42.288815 3.003525 -0.979405 
4.054397 -31.395323 2.818444 -1.229124 
4.042352 -56.179344 0.925493 -0.482584 
4.086937 -14.507981 6.874239 -1.142912 
4.107689 -42.651920 0.977889 -0.835734 
4.118621 -51.296597 2.130041 -0.944121 
4.155684 -38.445507 4.737592 -0.809222 
4.185121 -37.400936 1.048513 -1.029367 
4.210707 -19.013780 1.067425 -0.113103 
4.266813 -20.990665 1.130016 -0.714808 
4.279313 -54.869938 1.218001 -1.002025 
4.326895 -30.913532 1.997370 -1.147908 
4.366024 -31.998821 1.871283 -0.715251 
4.402899 -35.214333 1.075490 -0.927217 
4.396032 -36.777860 1.043372 -1.075084 
4.428330 -30.838835 1.720601 -1.073036 
4.439408 -22.384548 2.635594 -0.989153 
4.489545 -17.815560 1.106014 -0.219447 
4.493881 -22.637825 2.469048 -0.822239 
4.656330 -44.309400 0.884548 -0.729083 
4.686718 -24.015022 1.036377 -0.793548 
4.710394 -17.830322 1.049015 -0.374615 
4.707661 -51.247078 3.206548 -0.783838 
4.719347 -49.496086 1.009337 -0.789282 
4.716592 -57.503044 0.930248 0.011752 
4.821721 -24.665539 1.314472 -1.222602 
4.923805 -57.854950 0.978015 -0.618032 
4.943773 -36.032166 1.603672 -0.731197 
4.954265 -41.332320 1.614501 -1.284153 
4.943389 -49.365696 2.075675 -1.051391 
4.970276 -31.342857 1.307466 -0.659900 
5.016802 -40.842224 1.292828 -0.734491 
5.038894 -32.119200 1.896218 -0.406532 
5.112221 -20.245083 4.598655 -0.752008 
5.091538 -20.483576 2.249035 -1.034698 
5.096489 -48.783226 3.930154 -0.895598 
5.170890 -37.297035 0.881642 -0.676322 
5.181611 -50.632870 0.960882 -1.345853 
5.253319 -24.851522 1.397496 -0.687768 
5.239780 -43.854347 1.249007 -0.743380 
5.264820 -41.267715 1.827076 -0.711262 
5.305599 -19.181652 5.501392 -0.795081 
5.385510 -34.879997 1.023292 -0.514245 
5.379499 -46.963074 4.174337 -1.036432 
5.409326 -21.782637 1.112246 -0.766884 
5.402033 -33.578930 1.366843 -0.525277 
5.433627 -15.929196 1.128752 0.147398 
5.457254 -25.886467 1.985362 -0.876458 
5.450464 -52.929207 0.956777 -0.816696 
5.501380 -20.455719 1.193053 -0.499876 
5.494311 -26.324923 1.563385 -0.955495 
5.538860 -53.876553 1.314202 -0.566366 
5.575120 -45.808390 1.364419 -0.752337 
5.597194 -15.947134 1.098418 -1.305985 
5.587800 -33.673695 1.118043 -0.688193 
5.691925 -38.119213 0.947192 -1.555703 
5.720686 -43.869910 1.035436 0.500759 
5.758784 -29.694658 1.068847 0.753603 
5.741910 -46.800705 2.030494 -0.415780 
5.774315 -18.935865 1.247829 -0.960730 
5.768121 -41.842400 1.407042 -0.484274 
5.790541 -25.045938 10.748700 -0.620093 
5.824668 -14.384921 1.550672 -1.015014 
5.812978 -27.058537 1.661553 -0.668449 
5.834650 -42.479850 1.436536 -0.975306 
5.912153 -58.235027 0.914307 -0.854377 
5.927710 -21.084300 1.476057 -1.249892 
5.994640 -19.670383 0.923913 -0.452161 
5.998676 -32.970078 1.404146 -0.396625 
6.044688 -25.934448 1.743557 0.357534 
6.115923 -28.003527 0.996554 -0.766707 
6.127845 -29.483890 16.982350 -0.727098 
6.208835 -20.720760 1.969337 -0.685382 
6.213284 -37.467200 1.008606 -0.326786 
6.277348 -52.059710 2.649162 -0.950518 
6.304498 -17.725056 0.896849 -1.109620 
6.350498 -39.726960 1.182375 -0.901792 
6.380816 -33.064045 8.627771 -0.908043 
6.401625 -24.999020 1.357456 -1.139960 
6.456804 -26.040106 21.368720 0.153114 
6.441085 -48.064465 0.941910 -0.661495 
6.467933 -27.293488 0.995709 -0.673651 
6.526776 -20.615665 1.429966 -0.407613 
6.544702 -15.054586 1.609884 -0.687069 
6.560330 -20.086567 5.926322 -0.575774 
6.587462 -35.588963 1.224790 -1.214931 
6.600285 -22.051495 0.905944 -1.229230 
6.675267 -49.311787 3.912354 -0.532976 
6.731397 -36.925730 4.282472 -0.737912 
6.748291 -47.764267 0.908341 -0.996622 
6.832399 -33.783825 2.158693 -0.794072 
6.874963 -27.523863 2.767870 -0.621704 
6.864946 -39.256670 2.720770 -1.561029 
6.934489 -54.174664 1.374792 -1.078731 
6.974949 -20.132288 1.406942 -0.685843 
7.040238 -32.649900 0.980813 -0.822461 
7.095168 -17.119675 1.763778 -0.854226 
7.122994 -29.580124 1.846265 -0.982299 
7.174391 -46.098083 2.267676 -0.643959 
7.216319 -41.956516 3.500119 -0.937319 
7.228444 -55.389877 4.521146 -0.948812 
7.355144 -48.490364 0.963766 -0.975853 
7.439670 -17.682980 2.634529 -1.142233 
7.451753 -52.454197 1.233785 -0.671656 
7.467811 -46.823235 1.093646 -0.877127 
7.644289 -54.628400 4.304051 -1.000419 
7.667585 -50.308746 4.265654 -0.915888 
7.743558 -18.913975 1.074573 -0.691383 
7.761630 -22.121729 1.737434 -0.542910 
7.768952 -35.787453 1.849226 -0.984373 
7.763167 -55.346115 1.299881 -0.863552 
7.803311 -41.066906 0.926986 -1.235001 
7.879158 -32.998096 2.426342 -0.540881 
7.939445 -15.224101 1.031697 -1.304601 
7.941634 -26.431583 1.540736 -1.020045 
7.962949 -26.877811 2.334839 -0.750038 
7.972364 -31.247263 1.248229 -0.621153 
8.000375 -21.164270 1.289435 -0.657559 
8.015565 -22.971663 2.481190 -0.893207 
8.040965 -38.458668 1.214949 -1.029006 
8.090850 -24.089113 4.124161 -0.713521 
8.115132 -54.916378 3.117846 -0.895366 
8.160216 -32.889095 1.129216 -0.471369 
8.137882 -40.959630 1.851958 -0.898066 
8.185464 -29.515074 2.852219 -0.285830 
8.187644 -21.742508 1.784496 -0.621723 
8.238766 -33.744630 1.312324 -0.967125 
8.239287 -37.331223 2.259605 -1.028370 
8.307716 -18.438677 1.579127 -0.536288 
8.330127 -17.743260 1.095967 -1.138210 
8.323730 -48.319706 3.011150 -0.942857 
8.336436 -55.631947 0.909589 -1.162615 
8.349838 -21.703232 1.740051 -0.477838 
8.388023 -16.842709 1.182780 -0.059839 
8.406651 -25.462746 1.012519 -0.651598 
8.453118 -49.653076 1.815132 -0.840605 
8.437821 -54.936478 0.905694 -1.218707 
8.471224 -16.188377 1.930178 -0.778755 
8.472404 -17.679690 1.960118 -0.657700 
8.476007 -45.336987 2.475233 -1.015445 
8.531787 -14.414460 0.940363 -0.133735 
8.577806 -49.966730 1.232932 -0.820676 
8.602542 -17.993984 3.353584 -0.672131 
